variant,L,band,cagr_is,sharpe_is,maxdd_is,liq_is,lookback_d,theta,K
rotate_10coins,5,0.05,0.007934936584607977,0.25115172141220904,0.06284176004110553,0,7.0,0.2,1.0
rotate_10coins,5,0.1,0.027398490773923978,0.7911858726782739,0.05477412998223874,0,7.0,0.2,1.0
rotate_10coins,5,0.05,0.01674609819468631,0.6781198747002121,0.03907585302867678,0,7.0,0.2,2.0
rotate_10coins,5,0.1,0.03129462578495956,1.209337103362918,0.038679474932908464,0,7.0,0.2,2.0
rotate_10coins,5,0.05,0.027765177231426463,1.4983867040831784,0.02164669131159258,0,7.0,0.2,4.0
rotate_10coins,5,0.1,0.0427896409584978,2.1690383764573755,0.020641406696248588,0,7.0,0.2,4.0
rotate_10coins,5,0.05,0.020058765993085537,0.34494411748208026,0.1683362712426132,0,14.0,0.0,1.0
rotate_10coins,5,0.1,0.11766325917311993,1.8087503776680802,0.10943801619059668,0,14.0,0.0,1.0
rotate_10coins,5,0.05,0.02016403063930472,0.42608174111138863,0.17463510199736632,0,14.0,0.0,2.0
rotate_10coins,5,0.1,0.09948422507022636,1.9432749952339243,0.11103131425555468,0,14.0,0.0,2.0
rotate_10coins,5,0.05,0.019439345327687763,0.4903015774207812,0.1850197088524207,0,14.0,0.0,4.0
rotate_10coins,5,0.1,0.08900956740308774,2.1265265659530246,0.12938612524594328,0,14.0,0.0,4.0
rotate_10coins,5,0.05,0.03817522274884344,0.7867815111784265,0.1546661850065597,0,14.0,0.05,1.0
rotate_10coins,5,0.1,0.134727486285102,2.6233194192838236,0.10523170274711169,0,14.0,0.05,1.0
rotate_10coins,5,0.05,0.02858802599742316,0.6760488660605437,0.1505746226937289,0,14.0,0.05,2.0
rotate_10coins,5,0.1,0.10944996286366471,2.4809435868946443,0.08909552524426889,0,14.0,0.05,2.0
rotate_10coins,5,0.05,0.05105040369899472,1.442567657433618,0.134229387338479,0,14.0,0.05,4.0
rotate_10coins,5,0.1,0.11654807210597995,3.2101517338585124,0.08418997656683014,0,14.0,0.05,4.0
rotate_10coins,5,0.05,0.05282453820753008,1.3655001613572677,0.06348010378966162,0,14.0,0.1,1.0
rotate_10coins,5,0.1,0.09764674397884976,2.4177949719221616,0.059468854522616965,0,14.0,0.1,1.0
rotate_10coins,5,0.05,0.06389248187807217,2.1385387567722103,0.03943614192451039,0,14.0,0.1,2.0
rotate_10coins,5,0.1,0.10209867936070105,3.2699799552056934,0.03420333841062784,0,14.0,0.1,2.0
rotate_10coins,5,0.05,0.06597223288920318,2.756208597768928,0.02421385100632867,0,14.0,0.1,4.0
rotate_10coins,5,0.1,0.0995559648731712,3.969225132630734,0.02295482589972253,0,14.0,0.1,4.0
rotate_10coins,5,0.05,0.060105403553343484,2.3567632990110536,0.026392889700470934,0,14.0,0.2,1.0
rotate_10coins,5,0.1,0.07156553068642424,2.79495695720405,0.01697365426079156,0,14.0,0.2,1.0
rotate_10coins,5,0.05,0.04695056282425103,2.235997536967451,0.02530831021070612,0,14.0,0.2,2.0
rotate_10coins,5,0.1,0.05930851273061588,2.7720508721625134,0.01713288227929377,0,14.0,0.2,2.0
rotate_10coins,5,0.05,0.04831348316253403,2.7002427674694176,0.01759524925306788,0,14.0,0.2,4.0
rotate_10coins,5,0.1,0.05941737946236669,3.203369989958213,0.013953372582743762,0,14.0,0.2,4.0
rotate_10coins,8,0.05,-0.44459812578899294,-3.1272006165301893,0.8381999584150084,0,3.0,0.0,1.0
rotate_10coins,8,0.1,-0.37191180906422827,-2.4707758134976547,0.7690840713820727,0,3.0,0.0,1.0
rotate_10coins,8,0.05,-0.44100177891610115,-4.137800450214234,0.8326973612689156,0,3.0,0.0,2.0
rotate_10coins,8,0.1,-0.37210619885883145,-3.3172347141003113,0.7654090677893444,0,3.0,0.0,2.0
rotate_10coins,8,0.05,-0.4126388661903919,-5.101775892378929,0.8009479982881486,0,3.0,0.0,4.0
rotate_10coins,8,0.1,-0.3394560796463233,-3.953731494825335,0.7206615399141414,0,3.0,0.0,4.0
rotate_10coins,8,0.05,-0.3135020263231513,-2.4376154671828796,0.6870262029232975,0,3.0,0.05,1.0
rotate_10coins,8,0.1,-0.2275983254695002,-1.6490838588140857,0.55848134286092,0,3.0,0.05,1.0
rotate_10coins,8,0.05,-0.30104284416266014,-3.245827051584146,0.6672512808349965,0,3.0,0.05,2.0
rotate_10coins,8,0.1,-0.21926652271706126,-2.2362261581262217,0.5462194035865825,0,3.0,0.05,2.0
