,0
2026-04-14,1.7487478128400296
2026-04-15,1.7487478128400296
2026-04-16,1.7487478128400296
2026-04-17,1.7487478128400296
2026-04-18,1.7487478128400296
2026-04-19,1.7487478128400296
2026-04-20,1.7487478128400296
2026-04-21,1.7487478128400296
2026-04-22,1.7487478128400296
2026-04-23,1.7487478128400296
2026-04-24,1.7487478128400296
2026-04-25,1.7332103661879035
2026-04-26,1.7238511667780363
2026-04-27,1.734185405687101
2026-04-28,1.7123391194922128
2026-04-29,1.738718476937005
2026-04-30,1.738718476937005
2026-05-01,1.738718476937005
2026-05-02,1.738718476937005
2026-05-03,1.738718476937005
2026-05-04,1.738718476937005
2026-05-05,1.738718476937005
2026-05-06,1.738718476937005
2026-05-07,1.738718476937005
2026-05-08,1.738718476937005
2026-05-09,1.738718476937005
2026-05-10,1.7155155715141879
2026-05-11,1.6784410209152933
2026-05-12,1.6470883163962133
2026-05-13,1.6470883163962133
2026-05-14,1.6470883163962133
2026-05-15,1.6470883163962133
2026-05-16,1.6470883163962133
2026-05-17,1.6470883163962133
2026-05-18,1.6470883163962133
2026-05-19,1.6470883163962133
2026-05-20,1.6470883163962133
2026-05-21,1.6470883163962133
2026-05-22,1.6470883163962133
2026-05-23,1.6470883163962133
2026-05-24,1.6470883163962133
2026-05-25,1.6470883163962133
2026-05-26,1.6470883163962133
2026-05-27,1.6470883163962133
2026-05-28,1.6470883163962133
2026-05-29,1.6470883163962133
2026-05-30,1.6470883163962133
2026-05-31,1.6470883163962133
2026-06-01,1.6470883163962133
2026-06-02,1.6470883163962133
2026-06-03,1.6470883163962133
2026-06-04,1.6686322567102994
2026-06-05,1.6893036871460425
2026-06-06,1.6895727008509835
2026-06-07,1.6996548602895605
2026-06-08,1.7029074629991858
2026-06-09,1.7029074629991858
2026-06-10,1.7029074629991858
2026-06-11,1.7029074629991858
2026-06-12,1.7029074629991858
2026-06-13,1.7029074629991858
2026-06-14,1.7029074629991858
2026-06-15,1.7029074629991858
2026-06-16,1.7029074629991858
2026-06-17,1.7029074629991858
2026-06-18,1.7029074629991858
2026-06-19,1.7029074629991858
2026-06-20,1.7029074629991858
2026-06-21,1.7082814290136432
2026-06-22,1.71240938928846
2026-06-23,1.7187766201756818
2026-06-24,1.736334528104851
2026-06-25,1.7475843921546608
2026-06-26,1.7591108277368628
2026-06-27,1.7270370184847168
2026-06-28,1.7323604125867258
2026-06-29,1.690034489818933
2026-06-30,1.703624206422605
2026-07-01,1.7287361638247998
2026-07-02,1.7402695259170309
2026-07-03,1.7574906468506326
2026-07-04,1.7700298283535558
2026-07-05,1.773044679536837
2026-07-06,1.7748249142085288
2026-07-07,1.80305660148081
2026-07-08,1.8036338034634518
2026-07-09,1.8058188610554813
2026-07-10,1.8058188610554813
2026-07-11,1.8058188610554813
2026-07-12,1.8058188610554813
2026-07-13,1.8058188610554813
2026-07-14,1.8058188610554813
2026-07-15,1.8058188610554813
2026-07-16,1.8058188610554813
2026-07-17,1.8058188610554813
2026-07-18,1.8058188610554813
2026-07-19,1.8058188610554813
2026-07-20,1.8058188610554813
2026-07-21,1.8058188610554813
2026-07-22,1.8058188610554813
2026-07-23,1.8058188610554813
2026-07-24,1.8058188610554813
2026-07-25,1.8058188610554813
2026-07-26,1.8058188610554813
2026-07-27,1.8058188610554813
2026-07-28,1.8058188610554813
2026-07-29,1.8058188610554813
2026-07-30,1.8058188610554813
2026-07-31,1.8058188610554813
2026-08-01,1.8058188610554813
2026-08-02,1.8058188610554813
2026-08-03,1.810346596344242
2026-08-04,1.8184434972330132
2026-08-05,1.7804237181476412
2026-08-06,1.7931463995701513
2026-08-07,1.7792660039568475
2026-08-08,1.7792660039568475
2026-08-09,1.7792660039568475
2026-08-10,1.7792660039568475
2026-08-11,1.7792660039568475
2026-08-12,1.7792660039568475
2026-08-13,1.7792660039568475
2026-08-14,1.7734325161997897
2026-08-15,1.7746261641785988
2026-08-16,1.8133894595815758
2026-08-17,1.8428906566852363
2026-08-18,1.8443744376943132
2026-08-19,1.8443744376943132
2026-08-20,1.8443744376943132
2026-08-21,1.8443744376943132
2026-08-22,1.8443744376943132
2026-08-23,1.8443744376943132
2026-08-24,1.8443744376943132
2026-08-25,1.8443744376943132
2026-08-26,1.8443744376943132
2026-08-27,1.8443744376943132
2026-08-28,1.8443744376943132
2026-08-29,1.8443744376943132
2026-08-30,1.8443744376943132
2026-08-31,1.8443744376943132
