tsmom,scheme,sharpe_cis,sharpe_oos,y2025,y2026,tsmom_sharpe_oos
N40_long_sign_hl20_b0.0,equal_capital_3,1.8976663153506588,1.6137723839079616,0.21529364595942435,0.006962525785895846,0.69993030705463
N40_long_sign_hl20_b0.5,inv_vol_3,9.627734460593583,4.815224609862003,0.0760683484941509,0.009196097855694196,0.8013993162834605
N40_long_sign_hl20_b0.5,inv_vol_book_tsmom,1.48991603395645,1.8227601780387521,0.3767837317034617,-0.019352463103873174,0.8013993162834605
N40_long_sign_hl20_b0.5,equal_capital_3,1.9259051997968522,1.722426309410708,0.2217737034238505,0.009892978518174056,0.8013993162834605
N40_long_sign_hl60_b0.0,inv_vol_3,9.670124728477607,4.672150735822291,0.07429124550002775,0.009000704606820786,0.5984436270911089
N40_long_sign_hl60_b0.0,inv_vol_book_tsmom,1.5166661846341871,1.6885278253150293,0.35461182309764117,-0.021511668800265338,0.5984436270911089
N40_long_sign_hl60_b0.0,equal_capital_3,1.953210222402969,1.5320272480213606,0.20103040100342673,0.008195677240875554,0.5984436270911089
N40_long_sign_hl60_b0.5,inv_vol_3,9.680057613059365,4.812875191519423,0.07474568489602773,0.00981888818306298,0.7399582010056389
N40_long_sign_hl60_b0.5,inv_vol_book_tsmom,1.5333297606688823,1.7880844661575466,0.36097838885316724,-0.013134082757251253,0.7399582010056389
N40_long_sign_hl60_b0.5,equal_capital_3,1.9721225084930705,1.66795493534057,0.20650956959248412,0.016940195271467173,0.7399582010056389
N40_long_z_hl20_b0.0,inv_vol_3,9.626189415661202,4.674362055289354,0.07560143029517863,0.008656068479236723,0.6832132458948593
N40_long_z_hl20_b0.0,inv_vol_book_tsmom,1.3793849997007297,1.73122815742187,0.37277679249797435,-0.025152832508783085,0.6832132458948593
N40_long_z_hl20_b0.0,equal_capital_3,1.7734456507011498,1.5889074640864091,0.21666170123873374,0.004694214350616122,0.6832132458948593
N40_long_z_hl20_b0.5,inv_vol_3,9.710919524276107,4.7363300466337455,0.07590820416426691,0.008283440521836605,0.7019831017220921
N40_long_z_hl20_b0.5,inv_vol_book_tsmom,1.4559349458931357,1.7560435475717568,0.3737848073417638,-0.028424572901958656,0.7019831017220921
N40_long_z_hl20_b0.5,equal_capital_3,1.885882561400039,1.6421597262212257,0.21974331724220408,0.00035205756644818287,0.7019831017220921
N40_long_z_hl60_b0.0,inv_vol_3,9.698408540449037,4.619087412531362,0.0732890325996336,0.009659607598304198,0.5640459041323836
N40_long_z_hl60_b0.0,inv_vol_book_tsmom,1.4825090412204391,1.657133905693618,0.34209390157194486,-0.014959868665078702,0.5640459041323836
N40_long_z_hl60_b0.0,equal_capital_3,1.9074903801219327,1.4880849569174563,0.18928650978915829,0.015263793811462367,0.5640459041323836
N40_long_z_hl60_b0.5,inv_vol_3,9.770336377613425,4.679485568726766,0.0736293199401743,0.008919484255902166,0.5402204466384514
N40_long_z_hl60_b0.5,inv_vol_book_tsmom,1.5536798027271839,1.6594156007593484,0.34542411285638197,-0.022164397291480675,0.5402204466384514
N40_long_z_hl60_b0.5,equal_capital_3,2.0035667455269546,1.4989796202522834,0.1933345797003061,0.007311558010821173,0.5402204466384514
