sym,i,tranche,entry_t,entry_px,notional,E_before,exit_t,ret,reason,net,src
PROMPTUSDT,314,0,29478,0.4102,0.0866159966329467,3.1496567807090865,29488,-0.4999999999999998,stop,-0.5130297185361755,binance
PROMPTUSDT,314,1,29526,0.4438,0.11377911599805993,3.105163157785089,29622,0.4945921586300135,end,0.4943102418640662,binance
WCTUSDT,320,0,29579,0.4287,0.08724460701505429,3.1490858846889855,29723,0.020527175180779178,end,-0.005690995006650379,binance
WCTUSDT,320,1,29627,0.3535,0.1400689666912764,3.1721090067463757,29723,-0.18783592644978797,end,-0.16882982129192498,binance
MEMEFIUSDT,327,0,29815,0.002696,0.11267334464392187,3.1372633350151,29873,-0.5,stop,-0.5098471475067256,binance
MEMEFIUSDT,327,1,29863,0.003356,0.17159057148186468,3.1093368397036807,29873,-0.205005959475566,stop,-0.21461414373238255,binance
SIGNUSDT,329,0,29891,0.10474,0.07608070005252435,3.043068232630864,30035,0.2463242314302082,end,0.18173537878204188,binance
SIGNUSDT,329,1,29939,0.09301,0.11252848763066359,3.050827240866143,30035,0.1512740565530588,end,0.08926214813105722,binance
SOONUSDT,349,0,30488,0.4671,0.2683267999039903,3.0665356051950763,30632,0.19338471419396275,end,0.15846791827380846,binance
SOONUSDT,349,1,30536,0.38366,0.31201208889418036,3.119465663555126,30632,0.01795860918521608,end,-0.03829427686226215,binance
HUMAUSDT,350,0,30565,0.06158,0.27226160193178817,3.090303897906917,30709,0.3652159792140306,end,0.3111339524268672,binance
HUMAUSDT,350,1,30613,0.05326,0.31345533373553025,3.133895081154458,30709,0.26605332331956444,end,0.22340458959223486,binance
AUSDT,351,1,30656,0.621,0.33134752169738,3.3127793871782356,30752,-0.04057971014492745,end,-0.029523705912608767,binance
SOPHUSDT,352,0,30613,0.06112,0.3133895081154458,3.1332369631874157,30757,0.07248036649214662,end,-0.01631583801650154,binance
SOPHUSDT,352,1,30661,0.05104,0.30523705081162994,3.324117787474483,30757,-0.11069749216300928,end,-0.12594658401046283,binance
MERLUSDT,353,0,30632,0.13153,0.32232172518455293,3.222540376222642,30776,0.19691325172964347,end,0.18818993570121753,binance
MERLUSDT,353,1,30680,0.12058,0.32816857093830426,3.280996555384072,30776,0.1239840769613535,end,0.12215970487246224,binance
HYPEUSDT,354,0,30658,31.045,0.3326110722207921,3.3254122389562575,30802,-0.11473667257207265,end,-0.1160935015094304,binance
HYPEUSDT,354,1,30706,32.785,0.3193916514357217,3.1932457918892014,30802,-0.05557419551624232,end,-0.06741487707380195,binance
LAUNCHCOIN-USDT-SWAP,802,0,30754,0.118,0.15995326064748033,3.1987293111022472,30819,-0.5,stop,-0.511199093495351,okx
LAUNCHCOIN-USDT-SWAP,802,1,30802,0.1489,0.10573037597485105,3.2250651367295373,30819,-0.188717259905977,stop,-0.1811428813143409,okx
PUFFERUSDT,357,0,30776,0.21512,0.32099850881728453,3.2093109913043287,30920,0.03509669021941242,end,0.06854026367649915,binance
RESOLVUSDT,362,0,30925,0.3797,0.11013142798756467,3.16052053617008,31069,0.36160126415591254,end,0.3082425349543089,binance
RESOLVUSDT,362,1,30973,0.2447,0.16984228745648575,3.1934595774191825,31069,0.009399264405394292,end,0.007143268277607452,binance
SPKUSDT,366,0,31089,0.05283,0.20403885558844542,3.1954837501373303,31233,0.1688434601552149,end,0.1527966996205568,binance
SPKUSDT,366,1,31137,0.04217,0.28869918072769896,3.235250758064697,31233,-0.04126156035096029,end,-0.05316384055015825,binance
OLUSDT,372,0,31283,0.03107,0.1828885680695268,3.2113562722582185,31427,0.09333762471837781,end,0.09582369286160115,binance
OLUSDT,372,1,31331,0.0291,0.3021625678296427,3.2194355176009855,31427,0.031958762886597936,end,0.03497838731796899,binance
SAHARAUSDT,373,0,31308,0.08514,0.18455194848281614,3.225845429179213,31452,0.06342494714587721,end,0.010050714937735763,binance
SAHARAUSDT,373,1,31356,0.10317,0.24821628717973948,3.1704758283085663,31452,0.22710090142483275,end,0.21246736296399088,binance
USELESS-USDT-SWAP,803,0,32002,0.4034,0.1647213647281745,3.2940813796975608,32146,0.4003470500743679,end,0.3771529741231973,okx
USELESS-USDT-SWAP,803,1,32050,0.3926,0.16502690144606483,3.3001914724282595,32146,0.38385124808965865,end,0.34817886143760857,okx
TREEUSDT,390,0,32102,0.5498,0.24092103958351357,3.383834517014261,32246,0.20771189523463074,end,0.1636952005774665,binance
TREEUSDT,390,1,32150,0.5489,0.27679938399377624,3.4058908164956807,32246,0.2064128256513027,end,0.19319646887900055,binance
USELESSUSDT,402,0,32508,0.3146,0.19437564444727132,3.506517418444516,32652,0.30165289256198347,end,0.2573138560232254,binance
USELESSUSDT,402,1,32556,0.2952,0.27319983871944054,3.5141650880593645,32652,0.2557588075880759,end,0.22996775304751607,binance
WLFIUSDT,407,0,32696,0.2547,0.1558561435921204,3.6194410090292912,32840,-0.09854731056144495,end,-0.15663643625053922,binance
WLFIUSDT,407,1,32744,0.2513,0.21241607596188597,3.614904146606222,32840,-0.1134102666136092,end,-0.1325788552513299,binance
LINEAUSDT,413,0,32912,0.04158,0.2787822711919977,3.5666082330733055,33056,0.35185185185185175,end,0.3589501178821804,binance
LINEAUSDT,413,1,32960,0.02515,0.3190861650142757,3.676801476704888,33056,-0.07157057654075549,end,-0.06711792859378475,binance
BARDUSDT,430,0,33323,0.9497,0.35686433314750443,3.645096787412338,33426,-0.5,stop,-0.5547824548935827,binance
BARDUSDT,430,1,33371,1.0531,0.3600596784127536,3.5998406588028695,33426,-0.3527205393599848,stop,-0.3915555460785087,binance
XANUSDT,441,1,33634,0.10939,0.146943303663215,3.3129885061136646,33730,-0.014992229637078358,end,0.02063376818651162,binance
EDENUSDT,443,0,33611,0.4097,0.1321966348000069,3.3066031547695798,33755,0.15133024164022457,end,0.22239990394210546,binance
EDENUSDT,443,1,33659,0.3368,0.19862405090264995,3.342544325682362,33755,-0.03236342042755358,end,0.00019156869095526445,binance
2ZUSDT,447,0,33660,0.5259,0.13059463546503497,3.339954949747152,33804,0.2527096406160867,end,0.26804983868733334,binance
2ZUSDT,447,1,33708,0.4931,0.22189857337058655,3.284889655322798,33804,0.20300141959034668,end,0.19419064396165112,binance
MONUSDT,453,0,33847,0.0928,0.14485426556175773,3.4171436346665804,33991,0.2801724137931034,end,0.2305662460208001,binance
MONUSDT,453,1,33895,0.08278,0.1854759164903202,3.4147287677173646,33991,0.19304179753563666,end,0.11665755807436116,binance
MET-USDT-SWAP,806,0,33848,1.4336,0.09050181657735064,3.41818350697989,33992,0.2021484375,end,0.15619217084120213,okx
YBUSDT,454,1,33902,1.3748,0.1131458130641115,3.46347043647406,33998,0.6413296479487925,end,0.5562752020747351,binance
METUSDT,455,0,33876,1.4095,0.31405425246924057,3.4346141684131,34020,0.3046470379567222,end,0.2611611035900224,binance
METUSDT,455,1,33924,1.3982,0.32429290580554404,3.5077923101056543,34020,0.2990273208410814,end,0.25958710717952976,binance
ZBTUSDT,460,0,34019,0.4089,0.20838642766497859,3.7168977578467888,34163,0.3690388848129127,end,0.3008320905309038,binance
ZBTUSDT,460,1,34067,0.3254,0.27053368166391073,3.747513898338071,34163,0.2071296865396436,end,0.17957835198991426,binance
BLUAIUSDT,465,1,34163,0.02298,0.14311732018050977,3.826731169046969,34201,-0.5,stop,-0.49901287602970074,binance
TURTLEUSDT,466,1,34191,0.1719,0.2614304317210772,3.8164565265922175,34287,0.17510180337405457,end,0.17011538005251575,binance
APRUSDT,467,1,34210,0.38114,0.11433116339857693,3.731680066744415,34306,0.2546833184656556,end,0.23256358762092286,binance
ATUSDT,472,1,34355,0.3483,0.21930904858925385,3.816012977728803,34390,-0.5,stop,-0.5067240846889215,binance
PIGGY-USDT-SWAP,807,0,34304,1.9906,0.06466269475811534,3.825485765078538,34448,0.20948457751431726,end,0.006332894409073096,okx
PIGGY-USDT-SWAP,807,1,34352,1.6867,0.09087492394157165,3.815852209706095,34448,0.0670540107903006,end,-0.03370074183314026,okx
KITEUSDT,471,0,34306,0.1366,0.1886628658116861,3.8295510286777907,34450,0.30959004392386524,end,0.18746129652079266,binance
KITEUSDT,471,1,34354,0.14703,0.21106851890821568,3.8179532470066233,34450,0.35856627899068216,end,0.24047794123946795,binance
CCUSDT,473,0,34356,0.13862,0.2491236760791878,3.82529435919707,34500,-0.05208483624296645,end,-0.14266596730265133,binance
CCUSDT,473,1,34404,0.16344,0.32799169249186316,3.792045037313266,34500,0.1076847772883015,end,0.036399315003393294,binance
MMTUSDT,474,0,34452,1.1204,0.09468436563561053,3.787175788256586,34596,0.5528382720456979,end,0.5623370709937289,binance
MMTUSDT,474,1,34500,0.513,0.09583059173756478,3.8330224252599425,34596,0.023391812865497075,end,0.031320968179343274,binance
TRUSTUSDT,475,0,34473,0.2177,0.09548612938170815,3.8192446543966243,34617,0.21451538814882865,end,0.20720323498934837,binance
TRUSTUSDT,475,1,34521,0.2134,0.1377030911792218,3.7985801058698283,34617,0.19868791002811614,end,0.21011972945456556,binance
ALLOUSDT,480,0,34624,0.3843,0.23426916552500548,3.879889458110589,34766,0.5412438199323444,end,0.433239405497646,binance
ALLOUSDT,480,1,34670,0.2569,0.24229396649287055,3.941923303109443,34766,0.3137407551576489,end,0.26562234781930355,binance
BEATUSDT,482,1,34692,0.48153,0.16831301839614748,4.014015543119316,34788,0.01690445039769073,end,-0.0383283203687697,binance
PIEVERSEUSDT,483,1,34739,0.2643,0.16224274935771074,4.075428873606566,34818,-0.5,stop,-0.6095283427339956,binance
SENTUSDT,484,0,34692,0.06968,0.16523297712603383,4.013668553867352,34836,0.10935706084959829,end,-0.03286801393401586,binance
SENTUSDT,484,1,34740,0.06617,0.2439894252708255,4.071301501520277,34836,0.062112739912347115,end,-0.07956366956331726,binance
RLSUSDT,487,0,35122,0.027053,0.17756112513233863,3.91567558800453,35266,0.4356263630650944,end,0.3889365509770866,binance
RLSUSDT,487,1,35170,0.018902,0.25185238615836647,3.9643321335098225,35266,0.1922547878531372,end,0.16614659523191166,binance
NIGHTUSDT,490,0,35315,0.045992,0.15036981753682616,4.035221117629742,35380,-0.5,stop,-0.552316238347542,binance
NIGHTUSDT,490,1,35363,0.049535,0.2050508384652717,4.03488810972869,35380,-0.39271222368022585,stop,-0.4120712118276518,binance
WETUSDT,489,0,35311,0.2264,0.15573708256818797,4.026625846551742,35455,0.1139575971731448,end,-0.08639365091228764,binance
WETUSDT,489,1,35359,0.2047,0.20970819382629496,4.015835413312558,35455,0.02002931118710305,end,-0.19488724097545082,binance
RAVEUSDT,494,0,35416,0.44878,0.1046951287608561,3.76545995853214,35559,-0.06178974107580548,end,-0.055829875239194526,binance
RAVEUSDT,494,1,35463,0.3663,0.13672900279260142,3.8272564878879427,35559,-0.3008736008736008,end,-0.32853394121676593,binance
BREVUSDT,498,0,35794,0.4037,0.2655878921646532,3.7537585397827735,35938,-0.11592766906118412,end,-0.06430887877393592,binance
BREVUSDT,498,1,35842,0.415,0.36403688523486977,3.7479463339252215,35938,-0.08554216867469888,end,-0.044044133687383025,binance
ZAMAUSDT,502,0,36033,0.1203,0.25459193928766954,3.720668282482349,36177,0.37073981712385706,end,0.4237120550675899,binance
ZAMAUSDT,502,1,36081,0.1074,0.3756171998305927,3.793601853500895,36177,0.2951582867783985,end,0.3465852638921783,binance
